311.8302910029888,311.7714579999447,312.03283300995827,34.814832985401154,0.0033330023288726807,23565511,1502,10550,[object Object]
299.3332079946995,299.28108298778534,299.5374169945717,34.95608401298523,0.004124999046325684,23565512,1503,10562,[object Object]
307.2407079935074,307.20016700029373,307.42724999785423,35.22162500023842,0.002624988555908203,23565513,1504,10563,[object Object]
319.9549999833107,319.91499999165535,320.16520899534225,37.05962499976158,0.002875000238418579,23565514,1502,10546,[object Object]
197.34662500023842,421.6733340024948,421.77674999833107,34.39216700196266,0.002124994993209839,23565515,1502,10548,[object Object]
60.04220798611641,384.6380839943886,384.7397920191288,35.84966599941254,0.0029579997062683105,23565516,1502,10548,[object Object]
52.29070797562599,384.81554198265076,384.9133329987526,39.469125002622604,0.002834022045135498,23565517,1504,10563,[object Object]
141.36162501573563,365.4024579823017,365.4907920062542,35.3187920153141,0.001958996057510376,23565518,1503,10558,[object Object]
158.7903330028057,551.6415420174599,551.7341249883175,37.422500014305115,0.005584001541137695,23565519,1502,10551,[object Object]
151.86862498521805,371.2846249938011,371.36987498402596,35.14241701364517,0.0021669864654541016,23565520,1502,10551,[object Object]
37.55233299732208,352.87241700291634,352.9649589955807,45.79483398795128,0.002624988555908203,23565521,1504,10565,[object Object]
91.7914579808712,419.60229101777077,419.6852499842644,36.398999989032745,0.02950000762939453,23565522,1504,10559,[object Object]
54.394042015075684,377.0467500090599,377.13037499785423,37.77620801329613,0.006417006254196167,23565523,1504,10561,[object Object]
159.82670798897743,453.3882499933243,453.48120802640915,60.704791992902756,0.0031670033931732178,23565524,1506,10581,[object Object]
57.865541994571686,477.4251249730587,477.55070900917053,36.68341702222824,0.0029999911785125732,23565525,1503,10561,[object Object]
45.54983299970627,355.37658298015594,355.5045830011368,36.97004199028015,0.005542010068893433,23565526,1504,10567,[object Object]
163.82954201102257,385.4853749871254,385.576249986887,49.09420797228813,0.0037499964237213135,23565527,1503,10555,[object Object]
137.08354198932648,368.8707910180092,368.96908301115036,34.52324998378754,0.0020000040531158447,23565528,1502,10547,[object Object]
164.58491697907448,387.8072080016136,388.1442500054836,35.31050002574921,0.003416001796722412,23565529,1504,10567,[object Object]
56.663166016340256,372.5442079901695,372.62520799040794,34.17033299803734,0.006624996662139893,23565530,1504,10563,[object Object]
46.19020801782608,367.1340830028057,367.2292079925537,44.74066600203514,0.002875000238418579,23565531,1502,10551,[object Object]
63.53312501311302,395.3835829794407,395.4862909913063,36.86445799469948,0.0028339922428131104,23565532,1502,10551,[object Object]
69.19924998283386,452.0626659989357,452.1740410029888,35.705792009830475,0.001958012580871582,23565533,1502,10550,[object Object]
57.12370899319649,394.07062500715256,394.1531250178814,36.85962498188019,0.002499997615814209,23565534,1504,10565,[object Object]
148.8984169960022,392.85716599226,392.9549999833107,37.13441598415375,0.0027079880237579346,23565535,1504,10572,[object Object]
61.031542003154755,376.93537497520447,377.0254580080509,34.94329199194908,0.0018749833106994629,23565536,1502,10550,[object Object]
73.84879100322723,406.3346669971943,406.44354102015495,40.24224999547005,0.0027079880237579346,23565537,1503,10556,[object Object]
65.4688749909401,375.92712500691414,376.0289590060711,35.90679198503494,0.0022079944610595703,23565538,1503,10557,[object Object]
165.34504199028015,516.0327920019627,516.1374590098858,35.819249987602234,0.002249985933303833,23565539,1503,10557,[object Object]
178.431832998991,789.1600829958916,791.0982500016689,36.43987500667572,0.0022500157356262207,23565540,1504,10566,[object Object]
61.265833020210266,386.5092919766903,386.62045899033546,38.80104097723961,0.0025419890880584717,23565541,1502,10551,[object Object]
57.537333995103836,387.36941599845886,387.5017920136452,35.90041598677635,0.0019160211086273193,23565542,1502,10550,[object Object]
